source	target
BHAMINI	भामिनी
TANTALUM	टैंटलम
Tillie	टिली
KARMARKAR	करमरकर
CHANDRANATH	चंद्रनाथ
PIGGOTT	पिगोट
HEINEKEN	हेंकेन
GURPREET	गुरप्रीत
UNIVERSITY COLLEGE LONDON	यूनिवर्सिटी कॉलेज लंडन
DONAKONDA	डोनाकोंडा
KOKILA	कोकिला
Shubhraanshu	शुभ्रांशु
JACOB ORAM	जेकब ऑरम
VIDOR	विडोर
GEOFF MILLER	जिऑफ मिलर
SARIT	सरित
LAWRENCIA	लॉरेंसिया
ACACIA	एकेसिया
Hamid	हमीद
JUAYL	जुआयल
PHADATARE	फडतरे
EMMY	एमी
TACONIC	टैकॉनिक
GUJARAT SAMACHAR	गुजरात समाचार
SHABRI	शबरी
Bhaalachan_dr	भालचन्द्र
MUSTAEEN	मुस्तईन
SIRMILIK	सिरमिलिक
IQBAL SIKANDER	इकबाल सिकन्दर
FORT GAINES	फोर्ट गेन्स
SUMMERSIDE UNITED METHODIST	समरसाइड यूनाइटेड मेथोडिस्ट
MICHAEL DRAYTON	माइकल ड्राइटन
MARD KI ZABAAN	मर्द की ज़बान
DANAE	डेनी
TAPAN	तपन
BICKLE	बिकल
LAVERNE	लैवनन
LAKSHYA	लक्ष्य
AASIMAH	आसिमाह
ASHOK MALHOTRA	अशोक मल्होत्रा
NATIONAL ORDER OF QUEBEC	नेशनल ऑर्डर ऑफ क्यूबेक
GREATBATCH	ग्रेटबैच
DOUGLAS HONDO	डग्लस होंडो
SHAFIUDDIN AHMED	शफीउद्दीन अहमद
AMURT	अमूर्त
NICOSIA	निकोसिया
DAKU AUR JAWAN	डाकू और जवान
PIMPLE	पिंपले
KLYUCHEVSKAYA	क्लुचेबस्क्या
MORGAN STANLEY	मॉर्गन स्टेनली
GLOBAL TRUST BANK	ग्लोबल ट्रस्ट बैंक
AFASANAA	अफसाना
FIROZABAD	फ़िरोज़ाबाद
ANTAH	अंता
PERKIN MEDAL	पर्किन मेडल
FAKHIRAH	फखीराह
DO BAHADUR	दो बहादुर
MICK MALONE	मिक मैलोन
MAN OF THE YEAR/PERSON OF THE YEAR	मैन ऑफ द ईयर/पर्सन ऑफ द ईयर
PINGAL	पिंगल
INAYAT	इनायत
Dashavtar	दशावतार
AMADEUS MOZART	एमॅड्यूस मोज़ार्ट
DEGANA JUNCTION	देगाना जंक्शन
ELANA	एलन
VYOMKESH	व्योमकेश
SUNANDA	सुनन्दा
HOTTON	हॉटॉन
LYSA HORA	लाइसा होरा
KALIYAN	कलियाँ
COLORADO KETTLE RIVER	कोलोरैडो केटल रिवर
ELANI	इलेनी
WALT DISNEY	वॉल्ट डिज़्नी
Shrirang	श्रीरंग
Mahita	महिता
UNIVERSITY OF KEELE	यूनिवर्सिटी ऑफ कीले
SHIKHAR	शिखर
PORT LOUIS	पोर्ट लुईस
JOSHILAY	जोशीले
CHITAHRA	चितहरा
MERA GAON	मेरा गाँव
MERI BIWI KI SHAADI	मेरी बीवी की शादी
BLAND	ब्लांड
TAMALIKA	तमालिका
TARAVINDAR	तरविंदर
SHAHENSHAH BABAR	शहंशाह बाबर
GREAT NORTHERN WAR	ग्रेट नॉर्दन वार
UNIVERSITY OF STIRLING	यूनिवर्सिटी ऑफ स्टर्लिंग
VAIRAJ	वैराज
VERNE	वर्नी
IAIN BUTCHART	इआन बुचर्ट
VEENAPANI	वीणापाणि
ALLAH RAKHA	अल्लाह रखा
COLOMBIA	कोलंबिया
JUPITER BIO	ज्युपिटर बायो
MEGHNA	मेघना
SUSHEET	सुशीत
NOYYAL OARATHUPPALAYAM	नोय्यल ऑराथुप्पलयम
NISHAN-E-JUNG	निशान-ए-जंग
ATINDER	अतिंदर
NORTH	नॉर्थ
WHITBY	व्हिटबी
NATIONAL HERALD	नेशनल हेराल्ड
ASHANTHA DE MEL	अशांथा डे मेल
BARHARWA	बरहरवा
PURBA	पूर्बा
HEMARAJ	हेमराज
PRADEEP JAYAPRAKASHDARAN	प्रदीप जयप्रकाशदरन
KOTWAL	कोतवाल
FORT WILLIAM HENRY	फोर्ट विलियम हनरी
KHANWALKAR	खानवलकर
DANTEWADA	दंतेवाडा
VAIKHAREE	वैखरी
CHHAPI	छपी
QUEEN ANNE'S WAR	क्वीन एनीज वार
ETHANAEL	एथनील
FUAD	फॉड
LOG KYA KAHENGE	लोग क्या कहेंगे
Garland	गारलैंड
SEVAARAAM	सेवाराम
Mahavir	महावीर
ARUMUGAN	अरुमुगन
RESHMI RUMAL	रेशमी रुमाल
GAWAAHI	गवाही
LOPAMUDRA	लोपमुद्रा
KAJJALI	कज्जलि
BALIKA BADHU	बालिका बधू
SALT	सल्त
FISH RIVER CANYON	फिश रिवर कैनयन
MEDHA	मेधा
HERSCHELLE GIBBS	हरशेले गिब्स
HISHAAM	हिशाम
BANK OF BARODA	बैंक ऑफ बड़ौदा
FANINDRA	फणींद्र
NATIONAL MUSEUM OF DENMARK	नेशनल म्युज़ियम ऑफ डेनमार्क
GREECE	ग्रीस
SHAMSHAD	शमशाद
ASHAA	आशा
ANOKHA RISHTA	अनोखा रिश्ता
VALENTINO	वैलेंटिनो
MARISKA	मैरिस्का
VALENTINA	वैलेंटिना
MARDON WALI BAAT	मर्दों वाली बात
GAUREESHANKAR	गौरीशंकर
MARIS	मैरिस
DLINK (INDIA)	डीलिंक (इंडिया)
Deepanshu	दीपांशु
GLENNA	ग्लेंना
QUESTA	क्वेस्टा
MAHAJANA HIGH SCHOOL	महाजन हाई स्कूल
STATE BANK OF TRAVANCORE	स्टेट बैंक ऑफ त्रावणकोर
Muddal	मुद्दल
GLENDA	ग्लेंडा
ACHAND	अचंद
Nagan	नागन
IN_DRAJEET	इन्द्रजीत
BADREENAATH	बद्रीनाथ
RON HART	रोन हार्ट
FORT MEIGS	फोर्ट मेग्स
ANTHONY IRELAND	एंथनी आयरलैंड
BHADKAMKAR	भडकमकर
ALMANIJ	अल्मनिज
PATANGA	पतंगा
TEMPLO DE ALABANZA A BILINGUAL	टेम्पलो डे अलबन्ज़ा ए बिलींगुअल
Mayo	मेयो
MOIRA	मोइरा
HADDAD	हद्दाद
ANNAPURNAA	अन्नपूर्णा
WHOOPI GOLDBERG	व्हूपी गोल्डबर्ग
SUDEEPA	सुदीपा
ANASTACIA	एनेस्टेसिया
NAOKI PRIZE	नाओकी प्राइज़
SHATADRU	शतद्रु
KRISHNA SUDAAMA	क़ृष्ण सुदामा
CLEMENS	क्लेमेंस
MOSADDEK HOSSAIN	मोसाद्देक हुसैन
Tino	टीनो
SARGAM	सरगम
Poojit	पूजित
NASEEM	नसीम
ABRAHAMS	अब्राहम्स
DHANAKWADA	धनकवाड़ा
RAHUL DRAVID	राहुल द्रविड़
BHAGYAWATI	भाग्यवती
MARVIN	मर्विन
WOODSTOCK HISTORICAL SOCIETY	वुडस्टॉक ह‍िस्टॉर‍िकल सोसायटी
SAJIDAH	साजिदाह
NAYA PAISA	नया पैसा
ELITA	एलिटा
HUM BHI INSAAN HAI	हम भी इंसान हैं
SAMI	सामी
SISKIYOU	सिस्कियो
SAANCH KO AANCH NAHIN	साँच को आँच नहीं
WARREN HEGG	वॉरेन हेग
RAIGARH	रायगढ़
KARIN	कैरिन
BEXAR	बेक्सार
YASMEENAH	यस्मीनाह
SIRIUS	सिरियस
BROOKLYN MUSEUM	ब्रुकल‍िन म्युज़ियम
BISANASINH	बिसनसिंह
SUHAYB	सुहैब
ASWAN DAMS	अस्वान डैम
NAR NARAYAN	नर नारायण
SHAADI KI RAAT	शादी की रात
KHUSHBOO	खुशबू
SAMRAN	सामरन
WILLIAM	विलियम
HOSSEIN	हुसैन
EDELINE	एडलिन
AASAMI	असमी
FATEHPUR SEKHAWATI	फतेहपुर सेखावटी
DAMINI	दामिनी
KAANCH KI DEEWAR	काँच की दीवार
SANDIPIKA	सन्दीपिका
BOETA DIPPENAAR	बोएटा डिप्पेनार
JOVAN	जोवन
KANTI	कांति
ADYAN	अद्यान
BADNERA JUNCTION	बदनेरा जंक्शन
ABHIBHAV	अभिभाव
JECY JAMES	जेसी जेम्स
DOSHI	दोषी
SANOR	सनोर
MADANAMOHAN	मदनमोहन
HAMARI MAZIL	हमारी मंज़िल
PYAR KI BAATEN	प्यार की बातें
SEETA SWAYAMVAR	सीता स्वयंवर
CHAS	चैस
NATRAJ	नटराज
VIRGO	वर्गो
SHAYLA	शैला
AUYUITTUQ	औयुइक्ट
LAMBODAR	लम्बोदर
KALANIDHI	कलानिधि
CANAAN PRESBYTERIAN	कॉनान प्रेस्बिटेरिटन
RAVI SHASTRI	रवि शास्त्री
ATELI	अटेली
PAACHPORE	पाँचपोरे
LINCOLN UNIVERSITY	लिंकन यूनिवर्सिटी
PYAR KI RAAT	प्यार की रात
PHILANDER	फिलैंडर
CHIRAG	चिराग
MERA PATI SIRF MERA HAI	मेरा पति सिर्फ मेरा है
Kuwait	कुवैत
HUJAYMAH	हुजयमाह
NIPPON MINING HOLDINGS	निप्पॉन माइनिंग होल्डिंग्स
WELCOME	वेलकम
SAINT FRANCIS D'ASSISI HIGH SCHOOL	सेंट फ्रांसिस ड‍िअस‍ीसी हाई स्कूल
SHEKHARA	शेखरा
IMAANDAR	ईमानदार
JALENDU	जलेंदु
DE ZEVEN PROVINCIEN	डी ज़ेवेन प्रोविंसियन
ACHYUTRAY	अच्युतराय
LORRAINE	लॉरेन
KADUTHURUTHI	काडूथुरूट्टी
DAVENDRA	देवेंद्र
SUPARNA	सुपर्णा
JAYASHEKHAR	जयशेखर
VALSAD	बलसाड
HICKORY STREET PRESBYTERIAN	हिकॉरी स्ट्रीट प्रेस्बिटेरिटन
CAVINKARE	केविनकेयर
BILQIS	बिल्किस
ANANYA	अनन्य
MY FRIEND	माय फ्रेंड
ANWAR	अनवर
ODISSI	ओडिसी
NATIONAWIDE	नेशनवाइड
LAKHON MEIN EK	लाखों में एक
JESSICA	जेसिका
KHULAYD	खुलायद
PADMA VIBHUSHAN	पद्‍म विभूषण
WAJIHAH	वजीहाह
HUSTLE	हसल
KHAN DOST	खान दोस्त
AFASARA	अफसरा
SUMANOLATA	सुमनोलता
BHAJARAAM	भजराम
GOSPER	गोस्पर
ORMSBY	ऑर्मस्बाय
MEGHA	मेघा
JERAULD	जेरोल्ड
RISHI VALLEY SCHOOL	ऋषि वैली स्कूल
CAESAR	कैसर
TAJURBA	तजुर्बा
SHAFIAH	शफियाह
RUSSEL ARNOLD	रुस्सेल आरनॉल्ड
LADDIE	लैडी
RAAJ	राज
KHWAJA NIZAMUDDIN CHISHTI	ख्वाजा निज़ामुद्दीन चिस्ती
ALUABARI ROAD	अलुयाबरी रोड
KYNTHIA	कायंथिया
CRAIG WHITE	क्रेग व्हाइट
AGREEMENT	एग्रीमेंट
ANALIESE	एनालीज
TARUNIMA	तरुणिमा
Karm	कर्म
BELIEVERS	बिलिवर्स
ANUPSHAHR	अनुपशहर
ZEYA	ज़ेया
KHILONA	खिलौना
ANOKHI ADA	अनोखी अदा
ALDOUS HUXLEY	अल्डुअस हक्सले
AKRON	आक्रोन
TAKHAT SHRI KESGARH SAHIB, ANANDPUR SAHIB (PUNJAB)	तखत श्री केसगढ़ साहिब, आनंदपुर साहिब (पंजाब)
TOIYABE	तोईयाबे
HOLLYWOOD WALK OF FAME	हॉलीवुड वॉक ऑफ फेम
DUBAHA	दुबाहा
AKRAM KHAN	अकरम खान
TANKERS	टैंकर्स
GROUPE CAISSE DÉPARGME	ग्रुप कैस डेपॉर्मे
Chhalia	छलिया
BARETA	बरेटा
DARIA	डेरिया
DARIN	डैरिन
CYMBALOM	सिमबैलम
TERRENCE	टेरेंस
MEHANDI LAGI MERE HAATH	मेहँदी लगी मेरे हाथ
ATARRA	अटारा
BAWA MUHAIYADDEEN	बाबा मुहइयाद्दीन
DEMPSTER	डेम्प्स्टर
Kemijarvi	केमीजर्वी
LAS VEGAS	लास वेगास
Ulaanbaatar	उलनबटोर
ALBORAN	अल्बोरान
Jaswant	जसवंत
SOLAH SATRA	सोलह सत्रह
MAHAMAYA	महामाया
AAS	आस
DHOLA JUNCTION	धोला जंक्शन
TARO PHARMACEUTICAL INDUSTRIES	टैरो फ़ार्मास्युटिकल इंडस्ट्रीज़
Muhib	मुहीब
SALIFAH	सलीफाह
BARYA RAM	बर्या राम
GRAHASTHI	गृहस्थी
VIVENDI UNIVERSAL	विवेंदी यूनिवर्सल
ALETHEA	एलेथिया
AACHARYASUTAA	आचार्यसुता
GIANNA	गियाना
HUSNARAA	हुस्नआरा
SALIHAH	सलीहाह
SALIKAH	सलीकाह
SHANDAAR	शानदार
IPCA LABS	इप्का लैब्स
LAGUNAS DE CHACACHUA LAGUNAS DE MONTEBELLO	लागुआन्स डी चाकाचुआ लॅगुनास डे मोन्टेबेलो
OREGON	ओरेगन
BUNDI FORT	बूँदी फोर्ट
DHRUPAD	धृपद
AANGAN KI KALI	आँगन की कली
ORDER OF AGRICULTURAL, COMMERCIAL OR INDUSTRIAL MERIT	ऑडर ऑफ एग्रिकल्चरल, कमर्शियल ऑर इंडस्ट्रीयल मेरिट
VALLEY FORGE	वैली फॉर्ज
OHIO	ओहियो
JASSI	जस्सी
VAASANTEE	वासंती
SARALAA	सरला
SUSHANTI	सुशांति
SHALIMAR PAINTS	शालीमार पेंट्स
MORELA	मोरेला
MCKESSON	मैकेज़न
VIDYUT	विद्युत
HECKENBERG	हेकनबर्ग
KARGAM	कर्गम
MANJUBALA	मंजुबाला
RAJMAHAL	राजमहल
HEERAALAAL	हीरालाल
ANUYAAYITAA	अनुयायिता
KNUTH PRIZE	नुथ प्राइज़
MANON	मेनन
TERI TALASH MEIN	तेरी तलाश में
NORBERT WIENER PRIZE IN APPLIED MATHEMATICS	नॉरबेर्ट वीनर प्राइज़ इन अप्लाएड मैथेमेटिक्स
JATHHAR	जठार
MAHABAHU	महाबाहु
RAVISH	रविश
FERROL	फेरोल
SHAREEKAH	शरीकाह
DINESH MONGIA	दिनेश मोंगिया
MUBASHIRAH	मुबाशिराह
THE ROBERT GORDON UNIVERSITY	द रॉबर्ट गॉर्डन यूनिवर्सिटी
ROCKY MOUNT	रॉकी माउंट
CAIRO	कैरो
NEECHA NAGAR	नीचा नगर
NICHOLAS PIRAMA	निकोलस पिरामल
HINDUISM	हिंदूइज़्म
SOUTEN KI BETI	सौतन की बेटी
CHATA	चाता
OLIVER CROMWELL	ऑलीवर क्रॉमवेल
FORT MARLBOROUGH	फोर्ट मार्लबोरॉ
SHU'A	शुआ
AMELIE	एमेली
AKAGI	अकागी
ARTISTIC GYMNASTICS	आर्टिस्टिक जिमनास्टिक्स
MOBILE	मोबाइल
NATASHA	नताशा
SPARSH	स्पर्श
SINA CORPORATION	सिना कॉर्पोरेशन
ZURNA	ज़ुर्ना
CLAYTON	क्लेटन
KASAM	कसम
PREMIO CAMOES	प्रेमियो कैमोस
JAAN-E-WAFA	जान-ए-वफा
LAL PUNJA	लाल पंजा
JALILAH	जलीलाह
ARSENIC	आर्सेनिक
BALAJEE	बालाजी
NISHOK	निशोक
QUDDUSIYYAH	कुद्दुसियाह
SUSHAMAA	सुषमा
INDRAYANI	इंद्रायणी
ADRINA	एड्रिना
DHUL FIQAR	धुल फिकर
ROBERT KEY	रॉबर्ट की
GUGLANI	गुगलानी
